position,rank,name,lastName,uri,imageUri,worth,worthChange,age,source,industry,gender,country,title,timestamp,archivedWorth
1076,1076,Fiona Geminder,Geminder,fiona-geminder,fiona-geminder,1796.762,5.838,50,packaging,Manufacturing,F,Australia,,1448641501521,2000
1077,1077,Ye Cheng,Ye,ye-cheng,no-pic,1791.041,0,53,diversified,Diversified,M,China,,1448641501521,1400
1078,1078,Alexander Machkevich,Machkevich,alexander-machkevich,alexander-machkevich,1790.71,0,61,"mining, metals",Metals & Mining,M,Israel,,1448641501521,2200
1079,1079,Jitendra Virwani,Virwani,jitendra-virwani,jitendra-virwani,1789.496,0,49,real estate,Real Estate,M,India,,1448641501521,1600
1080,1080,Hilton Schlosberg,Schlosberg,hilton-schlosberg-1,no-pic,1782.92,5.469,62,Monster energy drinks,Food and Beverage,M,United Kingdom,,1448641501521,1350
1081,1081,Forrest Preston,Preston,forrest-preston,no-pic,1780.695,0,82,health care,Healthcare,M,United States,,1448641501521,2000
1082,1082,Beny Steinmetz,Steinmetz,beny-steinmetz,beny-steinmetz,1778.664,0,59,"mining, diamonds, real estate",Metals & Mining,M,Israel,,1448641501521,3500
1083,1083,Friedrich Knapp,Knapp,friedrich-knapp,no-pic,1776.438,0,64,retail,Fashion and Retail,M,Germany,,1448641501521,1900
1084,1084,Zhang Li,Zhang,zhang-li,zhang-li,1775.882,-55.569,62,real estate,Real Estate,M,China,,1448641501521,1800
1085,1085,B.R. Shetty,Shetty,br-shetty,br-shetty,1774.378,-1.833,73,healthcare,Healthcare,M,India,,1448641501521,1700
1086,1086,Alijan Ibragimov,Ibragimov,alijan-ibragimov,no-pic,1770.714,0,61,"mining, metals",Metals & Mining,M,Kazakhstan,,1448641501521,2200
1087,1087,Gerald Schwartz,Schwartz,gerald-schwartz,gerald-schwartz,1770.275,-4.085,74,finance,Finance,M,Canada,,1448641501521,1700
1088,1088,Liang Guangwei,Liang,liang-guangwei,no-pic,1767.356,-204.96,52,"batteries, mini motors",Manufacturing,M,China,,1448641501521,1300
1089,1089,Klaus-Peter Schulenberg,Schulenberg,klaus-peter-schulenberg,klaus-peter-schulenberg,1766.844,-8.431,,ticketing service,Service,M,Germany,,1448641501521,1500
1090,1090,Jerry Yang,Yang,jerry-yang,jerry-yang,1765.376,-9.881,47,Yahoo,Technology,M,United States,"Cofounder, Yahoo",1448641501521,2000
1091,1091,Folorunsho Alakija,Alakija,folorunsho-alakija,folorunsho-alakija,1762.652,0,64,oil,Oil,F,Nigeria,,1448641501521,2000
1092,1092,Chee Chen Tung,Tung,chee-chen-tung,chee-chen-tung,1762.173,14.069,73,shipping,Logistics,M,Hong Kong,,1448641501521,3400
1093,1093,Cao Kejian,Cao,cao-kejian,cao-kejian,1761.282,-159.409,53,air compressors,Manufacturing,M,China,,1448641501521,1450
1094,1094,Jennifer Pritzker,Pritzker,jennifer-pritzker,jennifer-pritzker,1760.837,-0.536,64,"hotels, investments",Service,F,United States,"CEO, Tawani Enterprises",1448641501521,1800
1095,1095,Craig McCaw,McCaw,craig-mccaw,craig-mccaw,1757.377,-2.091,66,telecom,Telecom,M,United States,,1448641501521,1800
1096,1096,Koos Bekker,Bekker,koos-bekker,koos-bekker,1756.258,-18.822,62,"media, investments",Media,M,South Africa,,1448641501521,2300
1097,1097,Juan Abello,Abello,juan-abello,juan-abello,1755.474,0,73,investments,Investments,M,Spain,,1448641501521,1900
1098,1098,Wang Qingtao,Wang,wang-qingtao,no-pic,1754.922,0,53,steel smelting,Metals & Mining,M,China,,1448641501521,1800
1099,1099,David Einhorn,Einhorn,david-einhorn,david-einhorn,1754.604,-0.5,47,hedge funds,Investments,M,United States,"Founder & President, Greenlight Capital",1448641501521,1900
1100,1100,Drayton McLane Jr,McLane,drayton-mclane-jr,drayton-mclane-jr,1753.72,-3.6,79,"Wal-Mart, logistics",Fashion and Retail,M,United States,,1448641501521,2200
1101,1101,Zhou Yaoting,Zhou,zhou-yaoting,no-pic,1753.348,-171.417,72,conglomerate,Diversified,M,China,,1448641501521,1050
1102,1102,Belmiro de Azevedo,de Azevedo,belmiro-de-azevedo,belmiro-de-azevedo,1746.746,26.712,77,retail,Diversified,M,Portugal,,1448641501521,2000
1103,1103,Shao Zhongyi,Shao,shao-zhongyi,no-pic,1744.987,0,47,soybean trading,Food and Beverage,M,China,,1448641501521,1350
1104,1104,Nirav Modi,Modi,nirav-modi,nirav-modi,1742.165,0,44,diamond jewelry,Fashion and Retail,M,India,,1448641501521,1800
1105,1105,Malvinder & Shivinder Singh,Singh,malvinder-shivinder-singh,malvinder-shivinder-singh,1741.305,12.367,,healthcare,Healthcare,M,India,,1448641501521,2300
1106,1106,Zan Shengda,Zan,zan-shengda,zan-shengda,1741.269,-82.542,52,diversified,Diversified,M,China,,1448641501521,1600
1107,1107,Seo Jung-Jin,Seo,seo-jung-jin,seo-jung-jin,1738.75,-11.923,58,biotechnology,Healthcare,M,South Korea,,1448641501521,1200
1108,1108,Li Sze Lim,Li,li-sze-lim,li-sze-lim,1738.669,-47.375,58,real estate,Real Estate,M,Hong Kong,,1448641501521,1750
1109,1109,Mark Dixon,Dixon,mark-dixon,mark-dixon,1738.485,8.288,56,office real estate,Real Estate,M,United Kingdom,,1448641501521,1200
1110,1110,Evan Williams,Williams,evan-williams,evan-williams,1737.95,-11.64,43,Twitter,Technology,M,United States,"Cofounder and Director, Twitter",1448641501521,2900
1111,1111,Rainer Blickle,Blickle,rainer-blickle,rainer-blickle,1737.765,0,,auto parts,Manufacturing,M,Germany,,1448641501521,1700
1112,1112,Maria Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,maria-del-pino-y-calvo-sotelo,maria-del-pino-y-calvo-sotelo,1735.407,11.293,59,construction,Construction & Engineering,F,Spain,,1448641501521,1500
1113,1113,Robert Toennies,Toennies,robert-toennies,robert-toennies,1735.224,0,,meat processing,Food and Beverage,M,Germany,,1448641501521,1700
1114,1114,Wu Yiling,Wu,wu-yiling,wu-yiling,1732.635,0,66,pharmaceuticals,Healthcare,M,China,,1448641501521,1550
1115,1115,Michal Solowow,Solowow,michal-solowow,michal-solowow,1732.169,-7.76,53,investments,Investments,M,Poland,,1448641501521,2000
1116,1116,Qiu Jianping,Qiu,qiu-jianping,qiu-jianping,1730.128,-171.632,53,hand tools,Manufacturing,M,China,,1448641501521,1450
1117,1117,Vinod Gupta,Gupta,vinod-gupta,no-pic-female,1728.825,-15.664,70,electrical equipment,Manufacturing,F,India,,1448641501521,1200
1118,1118,Youssef Mansour,Mansour,youssef-mansour,youssef-mansour,1727.874,-0.103,70,diversified,Diversified,M,Egypt,,1448641501521,2900
1119,1119,Vinod Khosla,Khosla,vinod-khosla,vinod-khosla,1727.07,2.07,60,venture capital,Technology,M,United States,"Partner, Khosla Ventures",1448641501521,1700
1120,1120,Radovan Vitek,Vitek,radovan-vitek,radovan-vitek,1726.32,0,44,real estate,Real Estate,M,Czech Republic,,1448641501521,1800
1121,1121,Miguel Krigsner,Krigsner,miguel-krigsner,miguel-krigsner,1726.217,0,65,cosmetics,Fashion and Retail,M,Brazil,,1448641501521,2300
1122,1122,Fayez Sarofim,Sarofim,fayez-sarofim,fayez-sarofim,1726.093,-3.931,87,money management,Investments,M,United States,,1448641501521,2200
1123,1123,Lin Li,Lin,lin-li,no-pic,1725.33,-22.921,52,investments,Investments,M,China,,1448641501521,1700
1124,1124,Heloise Waislitz,Waislitz,heloise-waislitz,heloise-waislitz,1724.001,15.279,53,packaging,Manufacturing,F,Australia,,1448641501521,1900
1125,1125,Ivan Glasenberg,Glasenberg,ivan-glasenberg,ivan-glasenberg,1721.873,17.107,58,mining,Metals & Mining,M,Switzerland,,1448641501521,5100
1126,1126,Lei Jufang,Lei,lei-jufang,lei-jufang,1721.314,-103.672,62,pharmaceuticals,Healthcare,F,China,,1448641501521,1400
1127,1127,Tom Morris,Morris,tom-morris,no-pic,1719.545,0,61,Retail,Fashion and Retail,M,United Kingdom,,1448641501521,1700
1128,1128,Pham Nhat Vuong,Vuong,pham-nhat-vuong,pham-nhat-vuong,1714.689,0,47,real estate,Real Estate,M,Vietnam,,1448641501521,1700
1129,1129,Michel Chalhoub,Chalhoub,michel-chalhoub,no-pic,1713.858,0,84,retail,Retail,M,France,,1448641501521,2200
1130,1130,Madeleine Olsson Ericksson,Olsson Ericksson,madeleine-olsson-ericksson,madeleine-olsson-ericksson,1710.984,0,70,diversified,Diversified,F,Sweden,,1448641501521,1900
1131,1131,Bernard Fraisse,Fraisse,bernard-fraisse,no-pic,1707.527,0,59,pharmaceuticals,Healthcare,M,France,,1448641501521,1900
1132,1132,Erman Ilicak,Ilicak,erman-ilicak,erman-ilicak,1707.297,0,48,construction,Construction & Engineering,M,Turkey,,1448641501521,2200
1133,1133,Huang Chulong,Huang,huang-chulong,huang-chulong,1707.29,0,,real estate,Real Estate,M,China,,1448641501521,1150
1134,1134,Richard Desmond,Desmond,richard-desmond,richard-desmond,1705.502,0,63,publishing,Media,M,United Kingdom,,1448641501521,1700
1135,1135,Ian Wood,Wood,ian-wood,ian-wood,1705.196,-0.339,73,energy services,Oil,M,United Kingdom,,1448641501521,1700
1136,1136,Charles Simonyi,Simonyi,charles-simonyi,charles-simonyi,1696.886,4.945,67,Microsoft,Technology,M,United States,,1448641501521,1400
1137,1137,Venugopal Dhoot,Dhoot,venugopal-dhoot,venugopal-dhoot,1695.698,10.282,64,electronics,Manufacturing,M,India,,1448641501521,1600
1138,1138,J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,1694.204,4.716,74,TD Ameritrade,Investments,M,United States,,1448641501521,1650
1139,1139,Alexander Spanos,Spanos,alexander-spanos,alexander-spanos,1694,0,92,real estate,Sports,M,United States,"Owner, San Diego Chargers",1448641501521,1250
1140,1140,Daniel Roullier,Roullier,daniel-roullier,no-pic,1693.873,0,78,animal feed,Food and Beverage,M,France,,1448641501521,1900
1141,1141,Rodney Sacks,Sacks,rodney-sacks-1,rodney-sacks-1,1691.12,4.925,65,energy drinks,Food and Beverage,M,United States,,1448641501521,1500
1142,1142,Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,1690,0,59,Publix supermarkets,Food and Beverage,F,United States,"Chairman, Publix  Super Markets",1448641501521,1400
1143,1143,Zhang Zhongneng,Zhang,zhang-zhongneng,no-pic,1689.156,-31.592,52,aluminum,Manufacturing,M,China,,1448641501521,
1144,1144,Liu Xuejing,Liu,liu-xuejing,liu-xuejing,1684.362,0,64,"copper, poultry",Diversified,M,China,,1448641501521,1550
1145,1145,Shuai Fangwen,Shuai,shuai-fangwen,no-pic,1683.624,-99.177,49,pharmaceuticals,Medicine,M,China,,1448641501521,1300
1146,1146,Wei Ing-Chou,Wei,wei-ing-chou,wei-ing-chou,1683.086,-0.922,62,"food, beverages",Food and Beverage,M,Taiwan,,1448641501521,2100
1147,1147,Peter Unger,Unger,peter-unger,no-pic,1682.57,0,71,auto repair,Automotive,M,Germany,,1448641501521,1800
1148,1148,Benjamin de Rothschild,de Rothschild,benjamin-de-rothschild,benjamin-de-rothschild,1682.095,33.217,52,banking,Finance,M,Switzerland,,1448641501521,1500
1149,1149,Liu Changqing,Liu,liu-changqing,liu-changqing,1681.474,43.572,62,manufacturing,Manufacturing,M,China,,1448641501521,1400
1150,1150,Sylvia Stroher,Stroher,sylvia-stroher,no-pic-female,1680.45,0,60,cosmetics,Fashion and Retail,F,Germany,,1448641501521,1800
1151,1151,Lam Kong,Lam,lam-kong,lam-kong,1678.058,-62.548,51,pharmaceuticals,Healthcare,M,China,,1448641501521,1950
1152,1152,Wei Yin-Chun,Wei,wei-yin-chun,wei-yin-chun,1677.227,-0.888,58,"food, beverages",Food and Beverage,M,Taiwan,,1448641501521,2000
1153,1153,Wong Kwong Yu,Wong,wong-kwong-yu,wong-kwong-yu,1677.038,-72.796,46,retail,Retail,M,China,,1448641501521,1450
1154,1154,Brandt Louie,Louie,brandt-louie-1,brandt-louie-1,1675.601,0,72,drug store chain,Food and Beverage,M,Canada,,1448641501521,1800
1155,1155,Wei Ying-Chiao,Wei,wei-ying-chiao,wei-ying-chiao,1675.34,-0.888,60,"food, beverages",Food and Beverage,M,Taiwan,,1448641501521,2000
1156,1156,Wei Yin-Heng,Wei,wei-yin-heng,wei-yin-heng,1673.54,-0.888,56,"food, beverages",Food and Beverage,M,Taiwan,,1448641501521,2000
1157,1157,Chu Lam Yiu,Chu,chu-lam-yiu,chu-lam-yiu,1672.893,-7.869,45,flavorings,Manufacturing,F,Hong Kong,,1448641501521,2200
1158,1158,Dieter Schnabel,Schnabel,dieter-schnabel,no-pic,1671.582,0,69,chemicals,Manufacturing,M,Germany,,1448641501521,1700
1159,1159,Mikhail Balakin,Balakin,mikhail-balakin,mikhail-balakin,1665.204,0,54,construction,Construction & Engineering,M,Russia,,1448641501521,1700
1160,1160,Kjell Inge Rokke,Rokke,kjell-inge-rokke,kjell-inge-rokke,1664.464,8.659,57,"shipping, seafood",Logistics,M,Norway,,1448641501521,1900
1161,1161,Jon Yarbrough,Yarbrough,jon-yarbrough,jon-yarbrough,1663.132,0,58,video games,Gaming,M,United States,,1448641501521,1700
1162,1162,Patokh Chodiev,Chodiev,patokh-chodiev,patokh-chodiev,1663,0,62,"mining, metals",Metals & Mining,M,Belgium,,1448641501521,2000
1163,1163,Sid Bass,Bass,sid-bass,sid-bass,1660,0,72,"oil, investments",Energy,M,United States,,1448641501521,1700
1164,1164,Billy Kan,Kan,billy-kan,billy-kan,1659.05,-26.759,63,energy,Energy,M,Hong Kong,,1448641501521,1300
1165,1165,Mark Coombs,Coombs,mark-coombs,no-pic,1657.295,1.74,54,finance,Finance,M,United Kingdom,,1448641501521,1900
1166,1166,Lee Hwa-Kyung,Lee,lee-hwa-kyung,lee-hwa-kyung,1656.06,77.268,59,snack foods,Food and Beverage,F,South Korea,,1448641501521,1550
1167,1167,Gabriel Escarrer,Escarrer,gabriel-escarrer,gabriel-escarrer,1655.719,42.98,80,hotels,Service,M,Spain,,1448641501521,1600
1168,1168,Catherine Lozick,Lozick,catherine-lozick,no-pic-female,1655.084,0,70,Manufacturing,Manufacturing,F,United States,,1448641501521,1800
1169,1169,Danil Khachaturov,Khachaturov,danil-khachaturov,danil-khachaturov,1655.026,0,44,"insurance, banking, real estate",Finance,M,Russia,,1448641501521,1600
1170,1170,Jim Justice II,Justice,jim-justice-ii,jim-justice-ii,1654.859,0.55,64,coal,Metals & Mining,M,United States,,1448641501521,1700
1171,1171,Ravi Jaipuria,Jaipuria,ravi-jaipuria,ravi-jaipuria,1654.751,0,60,soft drinks,Food and Beverage,M,India,,1448641501521,1700
1172,1172,Reed Hastings,Hastings,reed-hastings-1,reed-hastings-1,1653.97,-16.589,55,Netflix,Media,M,United States,,1448641501521,1000
1173,1173,Andrew Forrest,Forrest,andrew-forrest,andrew-forrest,1653.327,-14.999,54,mining,Metals & Mining,M,Australia,,1448641501521,2200
1174,1174,Yan Zhi,Yan,yan-zhi,yan-zhi,1653.157,-34.609,42,real estate,Real Estate,M,China,,1448641501521,1150
1175,1175,Max Michel Suberville,Michel Suberville,max-michel-suberville,no-pic,1651.563,-2.119,83,"beverages, retail",Food and Beverage,M,Mexico,,1448641501521,1450
1176,1176,Alan Howard,Howard,alan-howard,alan-howard,1650,0,52,hedge funds,Investments,M,United Kingdom,"Founder, Brevan Howard Asset Management",1448641501521,1600
1177,1176,Joe Jamail Jr,Jamail,joe-jamail-jr,joe-jamail-jr,1650,0,90,lawsuits,Service,M,United States,,1448641501521,1700
1178,1178,Senapathy Gopalakrishnan,Gopalakrishnan,senapathy-gopalakrishnan,senapathy-gopalakrishnan,1648.995,29.83,60,software services,Technology,M,India,,1448641501521,1850
1179,1179,Christoph Henkel,Henkel,christoph-henkel-1,christoph-henkel-1,1648.439,30.788,,consumer goods,Retail,M,Germany,,1448641501521,1700
1180,1180,John de Mol,de Mol,john-de-mol,john-de-mol,1645.462,0,60,TV,Media,M,Netherlands,,1448641501521,1800
1181,1181,Jeffrey Lurie,Lurie,jeffrey-lurie,jeffrey-lurie,1637,0,64,Philadelphia Eagles,Sports,M,United States,,1448641501521,1100
1182,1182,Ron Burkle,Burkle,ron-burkle,ron-burkle,1635.596,0,63,"supermarkets, investments",Investments,M,United States,"Founder, The Yucaipa Companies, LLC",1448641501521,2600
1183,1183,Li Fuchao,Li,li-fuchao,no-pic,1635.357,-90.327,57,auto parts,Automotive,M,China,,1448641501521,1000
1184,1184,Dermot Desmond,Desmond,dermot-desmond,dermot-desmond,1634.613,3.706,65,finance,Finance,M,Ireland,,1448641501521,1750
1185,1185,Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,1634.158,22.956,45,security software,Technology,M,China,,1448641501521,1300
1186,1186,Kenji Kasahara,Kasahara,kenji-kasahara,kenji-kasahara,1633.81,35.156,39,social networking website,Technology,M,Japan,,1448641501521,1400
1187,1187,Billy Joe (Red) McCombs,McCombs,billy-joe-red-mccombs,billy-joe-red-mccombs,1633.294,0,88,"real estate, oil, cars",Media,M,United States,,1448641501521,1800
1188,1188,Rodney Lewis,Lewis,rodney-lewis,rodney-lewis,1631.87,0,61,natural gas,Energy,M,United States,,1448641501521,2100
1189,1189,Lucio and Susan Co,Co,lucio-and-susan-co,lucio-and-susan-co,1631.045,-9.386,60,Retailing,Retail,,Philippines,,1448641501521,2300
1190,1190,Park Hyeon-Joo,Park,park-hyeon-joo,park-hyeon-joo,1625.306,0,57,asset management,Finance,M,South Korea,,1448641501521,1300
1191,1191,Jean Coutu,Coutu,jean-coutu,jean-coutu,1623.638,-228.269,88,pharmacies,Fashion and Retail,M,Canada,"Chairman, Jean Coutu Group (PJC) Inc. (Cl A)",1448641501521,2400
1192,1192,Gilles Martin,Martin,gilles-martin,no-pic,1622.561,16.466,52,laboratory services,Healthcare,M,France,,1448641501521,1150
1193,1193,Peter Peterson,Peterson,peter-peterson,peter-peterson,1621.28,-1.68,89,investments,Investments,M,United States,,1448641501521,1800
1194,1194,Stelios Haji-Ioannou,Haji-Ioannou,stelios-haji-ioannou,stelios-haji-ioannou,1621.107,25.785,48,EasyJet,Service,M,Cyprus,,1448641501521,1700
1195,1195,Luigi Rovati,Rovati,luigi-rovati,no-pic,1619.654,1.37,87,pharmaceuticals,Medicine,M,Italy,,1448641501521,1800
1196,1196,Thomas Steyer,Steyer,thomas-steyer,thomas-steyer,1615,0,58,hedge funds,Investments,M,United States,,1448641501521,1600
1197,1197,Torsten Toeller,Toeller,torsten-toeller,torsten-toeller,1611.846,0,49,pet food,Retail,M,Germany,,1448641501521,1700
1198,1198,Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,1610.034,0.651,79,banking,Finance,M,Spain,,1448641501521,1700
1199,1199,Christopher Cline,Cline,christopher-cline,christopher-cline,1609.698,2.215,57,coal,Energy,M,United States,,1448641501521,1900
1200,1200,Thaksin Shinawatra,Shinawatra,thaksin-shinawatra,thaksin-shinawatra,1607.755,-4.278,66,investments,Real Estate,M,Thailand,,1448641501521,1700
1201,1201,David Gottesman,Gottesman,david-gottesman,david-gottesman,1606.788,3.039,89,investments,Investments,M,United States,"Chief Executive Officer, First Manhattan Co.",1448641501521,1800
1202,1202,Neal Patterson,Patterson,neal-patterson,neal-patterson,1601.81,8.39,65,health IT,Technology,M,United States,"Chairman, CEO and President, Cerner",1448641501521,1900
1203,1203,Nandan Nilekani,Nilekani,nandan-nilekani,nandan-nilekani,1600.593,20.1,60,software services,Technology,M,India,,1448641501521,1750
1204,1204,Alexander Karp,Karp,alexander-karp,alexander-karp,1600,0,48,software firm,Technology,M,United States,"Cofounder and CEO, Palantir Technologies",1448641501521,1200
1205,1204,Gary Michelson,Michelson,gary-michelson,gary-michelson,1600,0,66,medical patents,Healthcare,M,United States,,1448641501521,1550
1206,1204,H. Ross Perot Jr,Perot,h-ross-perot-jr,h-ross-perot-jr,1600,0,57,real estate,Real Estate,M,United States,,1448641501521,1750
1207,1204,Robert Miller,Miller,robert-miller-1,no-pic,1600,0,82,retail,Fashion and Retail,M,United Kingdom,,1448641501521,1600
1208,1208,Helena Revoredo,Revoredo,helena-revoredo,helena-revoredo,1599.789,-3.252,68,private security,Service,F,Spain,,1448641501521,2200
1209,1209,Sam Goi,Goi,sam-goi,sam-goi,1599.466,-4.802,66,frozen foods,Food and Beverage,M,Singapore,,1448641501521,2100
1210,1210,Huang Qisen,Huang,huang-qisen,huang-qisen,1598.507,7.692,50,real estate,Real Estate,M,China,,1448641501521,1550
1211,1211,Filiz Sahenk,Sahenk,filiz-sahenk,filiz-sahenk,1596.119,-21.32,48,"bank, media",Finance,F,Turkey,,1448641501521,2200
1212,1212,Harsh Goenka,Goenka,harsh-goenka,harsh-goenka,1594.251,-26.606,57,diversified,Diversified,M,India,,1448641501521,1300
1213,1213,Mofatraj Munot,Munot,mofatraj-munot,mofatraj-munot,1591.65,19.391,71,real estate,Real Estate,M,India,,1448641501521,1500
1214,1214,Nicolas Berggruen,Berggruen,nicolas-berggruen,nicolas-berggruen,1589.201,-2.599,54,investments,Investments,M,United States,,1448641501521,1500
1215,1215,Anil Agarwal,Agarwal,anil-agarwal,anil-agarwal,1586.082,-0.61,62,"mining, metals",Metals & Mining,M,India,,1448641501521,1800
1216,1216,Jonathan Gray,Gray,jonathan-gray,jonathan-gray,1582.7,-5.682,45,investments,Finance,M,United States,,1448641501521,1900
